campaign_id,campaign_name,campaign_start_date,campaign_end_date,campaign_budget,campaign_impressions,campaign_clicks,campaign_conversions,campaign_reach,campaign_engagement_rate,campaign_click_through_rate,campaign_conversion_rate,campaign_average_engagement,campaign_total_engagement,campaign_video_views,campaign_video_completion_rate,campaign_comments
617,Ms,10/14/2022,10/12/2022,"$6,425.79 ",33773,8908,80,882693,0.09,0.09,0.42,7,3123,523492,0.49,726
618,Rev,11/19/2022,2/19/2022,"$9,991.25 ",691280,812,527,758335,0.04,0.23,0.01,9,104,801994,0.02,155
619,Ms,8/20/2022,8/21/2022,"$4,508.27 ",681109,3185,925,51705,0.04,0.4,0.04,8,9015,181314,0.19,625
620,Dr,5/7/2022,9/23/2022,"$1,538.38 ",513617,2136,509,65019,0.08,0.09,0.04,4,6559,633618,0.38,288
621,Honorable,5/20/2022,8/3/2022,"$4,708.66 ",755709,1766,860,609711,0.09,0.4,0.18,8,4954,298829,0.02,111
622,Dr,6/2/2022,1/29/2022,"$7,072.18 ",529990,236,11,516248,0.02,0.22,0.14,10,6166,117708,0.02,944
623,Mrs,5/5/2022,1/30/2022,"$7,279.22 ",663911,6648,278,605212,0.02,0.26,0.14,1,9078,676178,0.45,166
624,Ms,5/11/2022,5/2/2022,"$3,429.30 ",567720,5408,175,415850,0.09,0.1,0.2,9,7172,559031,0.23,668
625,Ms,6/28/2022,7/29/2022,"$5,330.47 ",568461,8374,385,670311,0.03,0.14,0.16,5,9133,214105,0.13,520
626,Ms,5/5/2022,4/4/2022,"$1,178.46 ",421851,6444,96,724781,0.04,0.18,0.28,2,6313,260413,0.18,335
627,Rev,5/26/2022,7/11/2022,"$5,164.71 ",203047,5450,753,828713,0.09,0.23,0.17,10,5726,918526,0.28,513
628,Ms,2/17/2022,7/4/2022,"$2,581.28 ",64325,6114,85,751449,0.02,0.11,0.49,5,6348,669937,0.05,969
629,Dr,11/1/2022,8/23/2022,"$9,412.89 ",600488,1299,108,712907,0.04,0.48,0.19,1,9257,963295,0.09,404
630,Mrs,9/20/2022,10/5/2022,"$2,390.92 ",570387,5259,653,881305,0.1,0.07,0.09,5,1828,992333,0.16,586
631,Dr,7/16/2022,12/17/2022,"$2,640.59 ",435669,9852,122,392327,0.1,0.3,0.37,1,2690,752828,0.38,401
632,Ms,1/17/2022,7/7/2022,"$1,326.36 ",657970,3326,478,449285,0.05,0.3,0.49,10,563,464973,0.48,950
633,Rev,7/17/2022,10/23/2022,"$9,203.26 ",286980,9023,18,724477,0.05,0.25,0.11,10,438,44657,0.18,921
634,Mrs,6/18/2022,8/16/2022,"$7,317.51 ",192166,7956,883,7169,0.09,0.12,0.05,2,3649,658640,0.3,349
635,Rev,6/3/2022,1/22/2022,"$9,409.79 ",457542,346,690,18233,0.07,0.44,0.1,6,1490,721388,0.33,906
636,Rev,6/27/2022,4/19/2022,"$7,495.19 ",582699,9599,252,648070,0.08,0.24,0.27,3,4524,916253,0.25,210
637,Mrs,6/23/2022,2/15/2022,"$8,484.23 ",560180,7522,410,508528,0.08,0.33,0.29,9,2804,269438,0.04,910
638,Mr,1/9/2022,7/21/2022,"$3,817.06 ",869370,9736,797,148859,0.02,0.21,0.44,8,9421,252597,0.32,443
639,Honorable,3/8/2022,6/9/2022,"$5,389.00 ",408674,5382,698,616584,0.05,0.34,0.04,1,5013,108933,0.49,441
640,Ms,7/30/2022,1/21/2022,"$9,323.48 ",302794,9434,673,873240,0.09,0.48,0.12,7,4958,917327,0.16,952
641,Dr,5/13/2022,6/21/2022,"$3,828.08 ",219493,1846,43,343379,0.02,0.25,0.42,2,4041,678232,0.37,425
642,Dr,6/8/2022,4/2/2022,"$1,379.26 ",2660,8083,665,376779,0.05,0.28,0.41,4,5329,217438,0.18,953
643,Mr,5/9/2022,11/10/2022,"$2,312.63 ",916888,2381,695,98872,0.07,0.39,0.48,6,2513,433535,0.44,444
644,Dr,12/14/2022,6/3/2022,"$2,197.36 ",212452,3895,777,422320,0.06,0.11,0.16,4,1742,384838,0.1,606
645,Honorable,9/15/2022,12/16/2022,"$2,138.20 ",495655,1137,469,773463,0.07,0.08,0.13,2,137,758271,0.28,646
646,Dr,7/3/2022,12/3/2022,"$4,262.94 ",166286,4272,73,580165,0.06,0.34,0.49,8,3214,434318,0.04,386
647,Rev,9/24/2022,7/22/2022,"$5,165.94 ",820269,760,585,606837,0.05,0.28,0.23,6,8236,637160,0.33,366
648,Rev,10/4/2022,5/15/2022,"$3,307.18 ",800985,9352,428,867398,0.04,0.43,0.02,2,5766,640254,0.29,717
649,Rev,4/17/2022,6/28/2022,"$2,175.31 ",495658,5097,276,515105,0.03,0.1,0.04,1,7215,223665,0.12,182
650,Ms,5/11/2022,11/15/2022,"$9,828.93 ",627126,3282,403,815814,0.05,0.12,0.06,10,4537,425045,0.23,334
651,Ms,3/22/2022,6/28/2022,"$7,935.02 ",367761,3707,880,530090,0.07,0.31,0.28,10,8303,844031,0.04,318
652,Rev,3/5/2022,1/14/2022,"$7,836.75 ",313474,8491,957,561329,0.01,0.4,0.03,10,5791,582684,0.02,805
653,Mrs,8/20/2022,5/4/2022,"$2,004.17 ",380655,3659,194,740039,0.08,0.12,0.21,4,7603,139708,0.41,669
654,Rev,11/15/2022,7/19/2022,"$7,517.74 ",367140,9527,945,166406,0.06,0.3,0.21,1,6787,906250,0.18,999
655,Ms,2/2/2022,3/8/2022,"$3,153.12 ",83447,9082,980,475240,0.08,0.09,0.21,2,6359,625662,0.44,51
656,Rev,12/30/2022,10/21/2022,"$9,316.61 ",577961,341,887,643955,0.05,0.08,0.26,8,7519,311101,0.13,667
657,Ms,6/4/2022,6/1/2022,"$2,555.09 ",37376,1496,901,839161,0.04,0.39,0.34,7,9185,365427,0.23,184
658,Ms,5/27/2022,7/26/2022,"$7,684.27 ",836506,3595,879,622161,0.02,0.47,0.13,2,5013,987432,0.06,373
659,Honorable,1/15/2022,9/7/2022,"$7,190.62 ",65586,9134,390,457157,0.01,0.39,0.44,6,6421,889883,0.01,799
660,Mr,6/28/2022,11/29/2022,"$9,046.17 ",678916,5909,12,941173,0.07,0.22,0.06,3,4278,423745,0.47,745
661,Mrs,9/29/2022,7/10/2022,"$7,677.33 ",910070,458,118,620038,0.08,0.4,0.13,10,2764,247955,0.36,13
662,Mrs,2/27/2022,9/12/2022,"$5,372.65 ",369974,4425,328,111190,0.06,0.2,0.4,4,9133,479895,0.38,876
663,Ms,5/4/2022,8/9/2022,"$6,625.62 ",78255,8586,603,395446,0.06,0.28,0.21,3,3658,272678,0.27,90
664,Mrs,1/4/2022,8/23/2022,"$1,584.26 ",344442,616,138,202003,0.05,0.23,0.25,4,2578,565448,0.14,515
665,Rev,12/12/2022,12/21/2022,"$4,715.13 ",868283,898,747,337443,0.01,0.17,0.13,2,4357,642183,0.44,239
666,Dr,5/16/2022,12/11/2022,"$6,827.14 ",820818,2256,630,148507,0.01,0.49,0.39,7,4330,665985,0.1,110
667,Dr,5/1/2022,7/14/2022,"$6,332.15 ",140655,4759,26,996959,0.04,0.21,0.09,8,9999,195085,0.37,43
668,Mr,7/4/2022,11/15/2022,"$5,665.34 ",717471,4958,854,398093,0.08,0.35,0.47,5,6144,433285,0.49,376
669,Mr,8/28/2022,4/16/2022,"$7,181.62 ",473160,2169,959,803569,0.03,0.21,0.36,5,5982,512218,0.1,797
670,Mrs,9/15/2022,12/3/2022,"$8,768.57 ",148716,3691,630,256461,0.02,0.17,0.42,9,2873,809401,0.11,636
671,Dr,6/22/2022,4/17/2022,"$5,392.68 ",268121,9557,992,261190,0.04,0.08,0.4,1,5793,307330,0.21,31
672,Dr,2/26/2022,9/28/2022,"$5,055.48 ",537909,6520,12,69388,0.02,0.17,0.19,5,760,469859,0.01,342
673,Mr,7/31/2022,4/8/2022,"$3,211.51 ",806177,3210,881,957048,0.08,0.21,0.13,3,8134,332194,0.4,58
674,Rev,7/18/2022,8/21/2022,"$3,644.73 ",744023,7198,538,734560,0.04,0.24,0.3,9,8186,348070,0.12,352
675,Ms,9/3/2022,5/9/2022,"$2,501.60 ",666553,7120,388,916080,0.09,0.19,0.39,7,9692,992039,0.34,597
676,Rev,5/17/2022,3/28/2022,"$1,383.08 ",899260,2419,518,982290,0.05,0.07,0.17,9,9557,348477,0.42,512
677,Mr,7/3/2022,10/27/2022,"$6,470.02 ",748017,6031,965,432067,0.03,0.31,0.43,3,4776,272821,0.1,647
678,Mr,4/13/2022,4/2/2022,"$6,314.41 ",419566,7300,918,836990,0.01,0.43,0.19,2,3901,161140,0.25,252
679,Dr,9/4/2022,11/7/2022,"$6,840.71 ",219060,4292,524,653028,0.02,0.38,0.34,3,3490,237234,0.14,725
680,Dr,10/2/2022,9/9/2022,"$3,062.13 ",615830,334,429,308013,0.07,0.34,0.04,3,3639,824201,0.04,660
681,Honorable,10/6/2022,7/14/2022,"$1,672.53 ",221803,6381,88,771572,0.03,0.5,0.18,5,2306,154782,0.01,704
682,Honorable,5/26/2022,3/4/2022,"$4,347.52 ",755231,5338,666,867411,0.08,0.01,0.05,9,3302,684964,0.08,797
683,Mrs,5/2/2022,2/19/2022,"$7,641.79 ",895082,5594,396,532596,0.06,0.01,0.1,9,2233,239798,0.15,517
684,Dr,7/1/2022,1/30/2022,"$8,798.63 ",532105,3214,270,978657,0.05,0.21,0.2,5,7405,859962,0.4,19
685,Honorable,12/6/2022,3/1/2022,"$2,679.31 ",585318,8307,474,404236,0.1,0.24,0.44,1,9074,180741,0.2,187
686,Ms,12/15/2022,12/1/2022,"$4,053.46 ",369239,8208,804,27180,0.06,0.28,0.15,5,4447,399604,0.46,221
687,Mr,6/3/2022,12/11/2022,"$8,814.67 ",523785,9555,70,725232,0.02,0.5,0.26,10,429,237847,0.11,13
688,Rev,1/2/2022,3/16/2022,"$1,051.90 ",276053,5677,85,275394,0.04,0.15,0.44,3,8007,47438,0.36,499
689,Honorable,1/2/2022,7/17/2022,"$4,243.29 ",563428,6579,249,876684,0.06,0.25,0.02,5,8320,577924,0.09,611
690,Honorable,12/20/2022,11/25/2022,"$9,735.14 ",858362,8894,936,452290,0.02,0.26,0.36,10,4128,686197,0.16,111
691,Honorable,10/30/2022,6/5/2022,"$6,096.97 ",239438,9501,114,387268,0.01,0.47,0.3,8,5608,303353,0.22,922
692,Rev,4/24/2022,6/14/2022,"$6,282.03 ",915425,9858,730,625450,0.03,0.35,0.43,2,6174,859627,0.06,532
693,Honorable,12/25/2022,2/20/2022,"$3,015.12 ",415365,5062,643,552761,0.07,0.35,0.4,5,7918,515054,0.48,476
694,Ms,10/3/2022,3/2/2022,"$7,869.64 ",197681,7031,281,309700,0.02,0.44,0.12,3,8903,219783,0.07,403
695,Mr,10/27/2022,2/20/2022,"$2,916.58 ",425683,9925,386,406577,0.05,0.04,0.28,5,9998,906204,0.07,761
696,Ms,11/18/2022,4/4/2022,"$6,430.85 ",525844,1768,448,951388,0.08,0.11,0.06,7,4962,845700,0.31,291
697,Honorable,3/1/2022,2/8/2022,"$6,649.58 ",175147,284,822,911268,0.04,0.14,0.19,1,1556,853373,0.49,166
698,Mrs,6/28/2022,10/16/2022,"$5,776.94 ",521712,8187,168,446444,0.06,0.03,0.34,3,227,337227,0.3,742
699,Ms,8/9/2022,2/5/2022,"$4,989.60 ",379713,3137,347,210393,0.1,0.36,0.48,8,8022,587093,0.18,897
700,Mrs,9/17/2022,11/10/2022,"$5,825.04 ",555221,5504,332,691341,0.09,0.01,0.37,2,5535,724616,0.44,20
701,Ms,12/3/2022,4/14/2022,"$2,661.61 ",436812,9315,136,641438,0.09,0.03,0.22,7,6039,293406,0.19,594
702,Rev,1/22/2022,8/6/2022,"$5,663.89 ",647708,6794,391,357420,0.01,0.5,0.37,9,8969,232086,0.43,217
703,Rev,11/23/2022,12/27/2022,"$7,436.01 ",834066,5399,81,389362,0.04,0.26,0.3,10,3077,122595,0.5,241
704,Mr,7/26/2022,4/2/2022,"$8,631.88 ",562593,8750,154,274721,0.05,0.35,0.19,10,6167,778538,0.39,725
705,Mr,12/14/2022,8/26/2022,"$9,425.72 ",934536,4919,862,163525,0.07,0.17,0.21,9,4956,361501,0.37,196
706,Mrs,10/17/2022,8/6/2022,"$1,758.28 ",633777,9686,401,998958,0.03,0.2,0.14,9,1658,946662,0.35,682
707,Mr,4/5/2022,4/19/2022,"$4,203.70 ",760555,2449,553,503651,0.03,0.5,0.09,6,7166,836124,0.44,993
708,Mrs,5/8/2022,8/25/2022,"$6,278.54 ",218759,6573,418,207468,0.01,0.08,0.45,10,6719,716385,0.11,452
709,Honorable,8/3/2022,8/16/2022,"$2,374.05 ",287489,8767,146,807619,0.01,0.05,0.26,7,3450,132237,0.41,318
710,Rev,4/3/2022,5/23/2022,"$2,946.43 ",885729,5723,933,896019,0.04,0.06,0.24,4,3756,745468,0.03,553
711,Dr,1/8/2022,6/23/2022,"$9,875.99 ",820235,3892,996,878542,0.02,0.43,0.48,1,4698,732494,0.25,171
712,Dr,11/5/2022,11/25/2022,"$9,323.03 ",277110,1380,365,621503,0.06,0.34,0.28,5,2310,854333,0.23,110
713,Mr,4/6/2022,5/20/2022,"$6,044.61 ",614557,5502,456,6394,0.1,0.33,0.19,9,3832,628679,0.04,654
714,Dr,5/6/2022,5/25/2022,"$3,976.11 ",455945,4331,205,855073,0.08,0.44,0.31,3,2018,520900,0.43,493
715,Ms,5/16/2022,10/20/2022,"$3,113.74 ",61487,7214,28,285709,0.02,0.3,0.42,8,3764,311828,0.49,794
716,Mr,8/24/2022,7/6/2022,"$3,558.77 ",194116,148,784,261812,0.09,0.43,0.13,4,5343,556668,0.47,318
717,Dr,12/1/2022,11/6/2022,"$4,476.39 ",538412,2461,855,475202,0.07,0.49,0.2,8,3673,891840,0.25,278
718,Mrs,9/29/2022,1/19/2022,"$9,131.67 ",57904,8723,119,347023,0.04,0.2,0.21,3,7114,246685,0.38,902
719,Mr,9/18/2022,7/26/2022,"$3,125.64 ",324014,8196,366,430585,0.06,0.31,0.2,5,6140,944634,0.18,253
720,Mrs,12/6/2022,7/4/2022,"$8,482.45 ",689196,2653,785,492161,0.08,0.45,0.26,6,305,813434,0.35,26
721,Mrs,11/10/2022,9/10/2022,"$7,381.47 ",975666,5616,624,317323,0.02,0.3,0.25,3,1577,582721,0.23,634
722,Mrs,5/22/2022,4/1/2022,"$3,417.39 ",634206,6851,109,475769,0.05,0.18,0.29,8,880,626197,0.24,69
723,Mr,5/17/2022,6/25/2022,"$3,133.97 ",964442,7238,766,754836,0.03,0.32,0.37,4,3460,249415,0.05,788
724,Honorable,9/17/2022,4/11/2022,"$5,430.07 ",651166,672,841,312113,0.07,0.02,0.28,6,5542,245831,0.13,215
725,Ms,10/22/2022,3/12/2022,"$8,814.19 ",925200,7360,130,182698,0.06,0.05,0.03,9,3986,210704,0.25,551
726,Honorable,2/13/2022,7/22/2022,"$6,380.71 ",259572,9921,768,835093,0.08,0.39,0.03,3,7730,23222,0.41,768
727,Mrs,12/9/2022,2/5/2022,"$1,197.52 ",204509,3748,798,850019,0.05,0.48,0.19,5,1993,207245,0.43,955
728,Dr,10/24/2022,11/9/2022,"$1,751.98 ",514639,7228,429,299124,0.08,0.38,0.42,6,8796,829016,0.48,231
729,Rev,8/6/2022,12/7/2022,"$8,980.30 ",469823,5140,336,761375,0.09,0.38,0.18,9,2768,122467,0.07,498
730,Dr,10/14/2022,11/23/2022,"$1,120.41 ",760551,7742,918,847779,0.1,0.1,0.37,2,9846,251609,0.24,922
731,Rev,6/24/2022,11/2/2022,"$9,740.98 ",15630,8105,186,923805,0.07,0.15,0.27,10,2538,820200,0.39,770
732,Rev,3/17/2022,8/26/2022,"$4,735.17 ",587619,2541,170,694882,0.08,0.21,0.34,9,6360,483147,0.13,651
733,Mr,11/1/2022,11/20/2022,"$9,519.83 ",42113,8191,264,257618,0.08,0.32,0.22,3,6721,841227,0.3,911
734,Rev,2/24/2022,1/16/2022,"$8,869.48 ",921684,314,417,752932,0.06,0.3,0.06,6,2016,481909,0.45,157
735,Ms,7/21/2022,1/20/2022,"$6,864.49 ",428706,5472,751,494272,0.09,0.25,0.45,10,7702,806015,0.5,567
736,Mrs,1/20/2022,6/7/2022,"$1,538.06 ",380382,4257,967,674758,0.07,0.15,0.33,3,6612,103569,0.29,789
737,Honorable,10/1/2022,9/8/2022,"$9,725.23 ",278347,2335,837,424469,0.03,0.45,0.14,5,7341,698905,0.24,82
738,Mr,9/16/2022,2/27/2022,"$1,679.03 ",842417,9493,29,435829,0.07,0.1,0.38,1,780,1582,0.4,169
739,Rev,4/19/2022,3/13/2022,"$9,715.89 ",568460,7976,991,18759,0.08,0.2,0.14,7,2633,542541,0.1,703
740,Rev,10/19/2022,5/21/2022,"$9,619.22 ",560251,8421,702,729103,0.08,0.38,0.39,5,6683,490587,0.36,852
741,Ms,2/16/2022,2/5/2022,"$2,981.44 ",369066,1515,650,69788,0.03,0.22,0.49,9,7834,408858,0.21,998
742,Mr,8/26/2022,1/3/2022,"$2,268.50 ",800651,1378,332,980965,0.07,0.4,0.02,5,5697,763260,0.11,281
743,Mrs,10/13/2022,11/27/2022,"$1,917.16 ",855650,6079,597,172920,0.05,0.1,0.22,7,6267,463927,0.2,532
744,Mr,9/29/2022,2/20/2022,"$1,783.38 ",297744,4110,766,192199,0.1,0.16,0.45,9,647,140530,0.01,56
745,Honorable,6/11/2022,5/2/2022,"$4,713.35 ",795914,9090,617,311013,0.03,0.01,0.42,5,3489,875784,0.25,636
746,Dr,12/18/2022,2/18/2022,"$4,057.52 ",571360,8625,39,600357,0.01,0.42,0.48,1,6170,510019,0.42,129
747,Honorable,8/3/2022,6/6/2022,"$5,139.79 ",595848,9558,848,139098,0.08,0.42,0.27,6,7349,381159,0.11,94
748,Mr,7/15/2022,5/14/2022,"$1,863.42 ",119544,8561,910,551359,0.09,0.11,0.09,1,2273,553220,0.09,492
749,Mr,3/27/2022,6/2/2022,"$3,988.81 ",13681,7442,208,869777,0.02,0.29,0.22,10,5220,428873,0.47,994
750,Ms,7/18/2022,12/10/2022,"$6,997.89 ",843636,5601,982,266779,0.08,0.23,0.27,9,8796,581414,0.24,950
751,Dr,10/27/2022,3/24/2022,"$8,692.41 ",6122,1343,55,748293,0.04,0.11,0.13,1,8015,381027,0.42,639
752,Rev,3/25/2022,1/29/2022,"$2,467.72 ",234621,3271,296,983237,0.06,0.4,0.07,1,1635,112926,0.01,578
753,Ms,5/5/2022,8/8/2022,"$3,698.55 ",498523,4205,762,927314,0.04,0.34,0.41,2,3602,494241,0.1,824
754,Honorable,12/12/2022,8/24/2022,"$5,308.80 ",837431,6592,972,880504,0.06,0.3,0.35,9,203,233441,0.34,703
755,Rev,10/2/2022,12/27/2022,"$9,589.10 ",132612,3457,549,694669,0.05,0.4,0.49,1,5356,445918,0.39,311
756,Mrs,6/28/2022,11/5/2022,"$7,827.31 ",545950,4646,672,383070,0.01,0.12,0.5,9,1263,995408,0.33,367
757,Mr,1/7/2022,3/22/2022,"$7,452.70 ",803990,2566,135,883375,0.02,0.32,0.03,5,4057,365058,0.03,835
758,Honorable,9/20/2022,9/18/2022,"$5,526.13 ",368450,8722,721,483439,0.04,0.3,0.46,8,7541,108820,0.07,669
759,Mrs,2/4/2022,11/5/2022,"$3,781.25 ",76637,8664,954,56424,0.08,0.27,0.12,7,4011,352449,0.2,360
760,Dr,1/4/2022,12/23/2022,"$9,814.74 ",733918,4887,430,989789,0.03,0.17,0.34,8,7891,488778,0.36,248
761,Mrs,3/17/2022,10/15/2022,"$8,965.39 ",338224,2041,522,189720,0.01,0.15,0.33,7,6433,540681,0.02,609
762,Honorable,10/5/2022,11/3/2022,"$9,733.80 ",299235,9127,779,713896,0.01,0.45,0.18,1,4679,231381,0.07,940
763,Ms,7/31/2022,10/25/2022,"$3,942.45 ",614257,9598,64,799801,0.02,0.33,0.32,9,4028,558367,0.19,948
764,Honorable,9/27/2022,1/20/2022,"$1,946.84 ",838656,619,860,143328,0.05,0.11,0.25,3,6652,189574,0.49,469
765,Dr,11/23/2022,2/2/2022,"$1,256.07 ",99363,1632,996,480325,0.08,0.13,0.5,2,9227,894706,0.49,92
766,Mr,6/10/2022,4/6/2022,"$9,412.82 ",792609,3360,136,254937,0.04,0.04,0.38,1,2922,217391,0.04,451
767,Ms,5/1/2022,6/23/2022,"$2,979.01 ",216826,4543,506,206801,0.09,0.07,0.39,5,9423,782303,0.2,356
768,Ms,5/27/2022,4/9/2022,"$3,724.17 ",850501,5474,349,46440,0.03,0.27,0.33,3,7714,47816,0.41,371
769,Mr,11/7/2022,7/13/2022,"$7,083.13 ",412261,3578,623,158076,0.1,0.06,0.49,10,2685,845406,0.36,670
770,Mrs,1/29/2022,8/26/2022,"$5,818.11 ",241056,7409,166,36747,0.05,0.05,0.22,5,2533,281301,0.11,89
771,Rev,8/12/2022,5/12/2022,"$1,092.91 ",551893,3015,688,96873,0.05,0.46,0.19,9,2637,573656,0.46,682
772,Honorable,4/15/2022,11/11/2022,"$7,000.59 ",905649,3086,489,402589,0.02,0.43,0.14,7,4475,534221,0.25,94
773,Mrs,2/9/2022,6/15/2022,"$9,376.01 ",798608,3405,771,551014,0.02,0.13,0.16,7,7662,370266,0.19,516
774,Honorable,3/6/2022,10/21/2022,"$5,982.84 ",485014,7043,480,858894,0.04,0.31,0.09,4,1249,887443,0.21,853
775,Dr,2/26/2022,4/23/2022,"$6,811.94 ",414281,483,459,439912,0.04,0.34,0.1,6,7617,78609,0.32,291
776,Dr,12/27/2022,2/2/2022,"$5,285.03 ",970817,9724,855,405313,0.09,0.36,0.36,2,6297,745416,0.14,97
777,Dr,6/5/2022,11/2/2022,"$1,523.96 ",360127,7936,187,923805,0.08,0.36,0.06,9,2117,273550,0.46,23
778,Mr,5/16/2022,8/19/2022,"$5,791.92 ",883074,3125,507,414334,0.05,0.33,0.17,3,1619,38912,0.43,798
779,Rev,12/20/2022,3/22/2022,"$8,023.78 ",675346,9863,381,333814,0.05,0.47,0.15,6,2383,813736,0.12,552
780,Dr,10/3/2022,8/10/2022,"$4,817.96 ",964978,6988,420,199416,0.03,0.38,0.07,10,8932,796911,0.2,21
781,Mr,3/3/2022,4/3/2022,"$9,918.26 ",763964,6376,657,520990,0.08,0.37,0.5,2,2363,125291,0.1,250
782,Rev,4/13/2022,10/4/2022,"$5,201.24 ",739877,5973,721,855276,0.01,0.31,0.25,2,8075,482033,0.11,463
783,Rev,8/14/2022,5/12/2022,"$6,796.15 ",846100,708,746,463187,0.09,0.06,0.19,5,4819,705527,0.12,750
784,Dr,10/26/2022,1/19/2022,"$4,295.31 ",260260,6256,815,720257,0.08,0.36,0.23,1,5727,210930,0.42,92
785,Honorable,2/10/2022,5/12/2022,"$6,094.70 ",33350,2080,551,440510,0.1,0.22,0.26,4,9177,303921,0.15,826
786,Rev,8/6/2022,10/30/2022,"$7,906.80 ",939536,2086,293,955478,0.1,0.1,0.31,9,8358,222165,0.24,365
787,Mrs,2/9/2022,12/30/2022,"$8,109.47 ",419970,533,719,903648,0.09,0.36,0.49,2,424,341423,0.16,939
788,Ms,1/13/2022,1/10/2022,"$8,711.93 ",178579,4333,520,700108,0.06,0.2,0.25,7,7425,897422,0.2,905
789,Dr,10/17/2022,3/29/2022,"$6,255.94 ",577384,2655,875,205059,0.03,0.25,0.13,5,8827,604384,0.31,796
790,Mr,9/30/2022,7/16/2022,"$9,618.42 ",429813,5634,505,734752,0.1,0.31,0.31,1,534,915681,0.25,702
791,Dr,9/13/2022,1/18/2022,"$6,330.37 ",424698,3856,157,947898,0.07,0.28,0.2,2,6774,614939,0.28,973
792,Honorable,10/28/2022,5/27/2022,"$4,491.74 ",110305,8253,850,342527,0.07,0.1,0.39,8,1802,910168,0.46,29
793,Mr,5/24/2022,9/18/2022,"$1,433.98 ",564027,9583,914,338614,0.08,0.06,0.15,5,4072,412532,0.39,544
794,Rev,7/29/2022,10/20/2022,"$4,958.66 ",526953,3235,251,674260,0.05,0.49,0.03,7,2957,807882,0.25,185
795,Mrs,1/3/2022,3/5/2022,"$4,331.69 ",973699,9431,649,984398,0.02,0.38,0.44,3,2988,786528,0.1,926
796,Mr,7/2/2022,1/31/2022,"$9,678.30 ",207103,8820,901,294159,0.03,0.19,0.43,3,6345,812304,0.14,780
797,Dr,5/9/2022,11/15/2022,"$8,436.69 ",377450,6956,999,162856,0.01,0.09,0.26,3,8906,124914,0.09,551
798,Mr,11/9/2022,10/29/2022,"$8,447.24 ",370766,285,135,889913,0.06,0.43,0.14,7,9356,307654,0.36,680
799,Mrs,1/30/2022,8/25/2022,"$3,829.45 ",145627,8137,381,113650,0.07,0.07,0.17,5,4663,329872,0.23,581
800,Honorable,4/15/2022,5/22/2022,"$9,959.52 ",941277,5239,25,30334,0.03,0.43,0.43,2,2809,137630,0.22,131
801,Dr,1/7/2022,9/22/2022,"$6,522.40 ",326053,6255,306,114466,0.08,0.2,0.31,5,9746,454598,0.17,16
802,Ms,4/24/2022,12/9/2022,"$6,878.11 ",453648,4919,999,137163,0.07,0.48,0.39,7,4806,461505,0.39,508
803,Dr,3/16/2022,11/21/2022,"$5,133.97 ",591407,4010,27,552185,0.09,0.23,0.46,4,8136,713563,0.33,716
804,Ms,2/10/2022,9/17/2022,"$3,918.97 ",414635,283,135,704905,0.05,0.09,0.47,10,9084,548181,0.18,367
805,Rev,12/16/2022,9/1/2022,"$3,258.62 ",468287,9377,509,973278,0.06,0.43,0.37,9,6505,364886,0.21,464
806,Ms,5/24/2022,12/8/2022,"$8,888.40 ",81120,5608,783,30272,0.08,0.19,0.22,6,9808,542403,0.36,122
807,Mrs,8/9/2022,8/10/2022,"$1,153.44 ",837369,8172,226,545953,0.07,0.41,0.47,7,8692,585510,0.16,61
808,Honorable,5/26/2022,2/11/2022,"$1,413.25 ",190111,5571,998,922146,0.02,0.27,0.47,4,4322,966339,0.32,490
809,Ms,1/16/2022,5/18/2022,"$1,740.65 ",69303,2943,728,466631,0.04,0.33,0.17,8,479,261909,0.49,218
810,Rev,10/26/2022,9/4/2022,"$3,300.43 ",681107,2764,925,297310,0.08,0.25,0.4,3,6172,472418,0.46,573
811,Rev,1/22/2022,4/29/2022,"$9,087.33 ",420504,3229,558,884543,0.07,0.4,0.02,8,7019,511177,0.18,873
812,Honorable,12/19/2022,1/20/2022,"$2,492.78 ",631481,5966,200,649715,0.1,0.03,0.07,8,247,521415,0.02,801
813,Mr,11/4/2022,7/9/2022,"$8,149.36 ",462918,5175,856,46977,0.01,0.41,0.17,3,5898,611128,0.08,15
814,Mrs,5/15/2022,11/5/2022,"$8,646.06 ",148258,3446,879,948601,0.1,0.23,0.04,9,6370,96688,0.48,12
815,Honorable,5/26/2022,8/9/2022,"$8,323.11 ",189092,2637,197,140937,0.07,0.28,0.33,4,1692,196108,0.29,536
816,Honorable,1/16/2022,9/26/2022,"$5,778.38 ",674831,9201,291,998749,0.05,0.29,0.46,6,3822,849472,0.11,323
817,Dr,4/20/2022,11/29/2022,"$8,361.44 ",542189,6707,563,379570,0.09,0.31,0.33,5,2043,379001,0.36,917
818,Mrs,8/23/2022,4/1/2022,"$4,005.58 ",314472,4590,33,417051,0.08,0.04,0.13,5,8653,160010,0.46,593
819,Mr,8/4/2022,9/19/2022,"$5,786.84 ",818475,8316,878,941094,0.05,0.1,0.44,7,8262,429095,0.03,715
820,Honorable,2/9/2022,6/3/2022,"$1,760.69 ",868917,8109,904,813686,0.09,0.07,0.28,5,3920,378459,0.08,927
821,Mr,12/14/2022,9/7/2022,"$3,515.67 ",457786,5884,766,574607,0.03,0.31,0.24,9,4880,62966,0.48,709
822,Rev,4/18/2022,4/4/2022,"$6,044.43 ",195652,3918,941,165684,0.04,0.15,0.28,5,8792,240737,0.08,788
